        6600        6696          11
        6415        6503           8
        6697        6228           2
        6698        6228           4
        6602        6699           2
        6602        6700           1
        5937        6710           3
        6454        6749           3
        3257        6750           1
        6753        6754           4
        5665        6755           8
        5665        6756           6
        5665        6757           1
        6556        6758          19
        6365        6557           8
        4856        6759           3
        6659        6078           4
        6760        4979          22
        6560        6270           2
        6662        6661           1
        6662        6761           4
        6791        6792           1
        6791        6793           3
        6600        6793          10
        6794        6601           3
        6795        6503          11
        6416        6796           6
        6416        6797          20
        6698        6798           2
        6039        6809           1
        6039        6810           2
        6514        6811           6
        6514        6812           1
        6813        6812           4
        6230        6812           6
        6230        6814          13
        6230        6815           5
        6230        6816           4
        6651        6856           3
        6651        6857           1
        5340        6867           2
        5340        6868           3
        6457        6869           2
        6753        6755           2
        6655        6756           8
        6655        6657          12
        6365        5104          24
        6659        6658           5
        6662        6870           2
        6871        6872           7
        6873        6872           9
        6874        6872          11
        6875        6872           8
        6876        6872           3
        6885        6886           3
        6600        6889          32
        6791        6889           4
        6890        6503           7
        6890        4420          13
        6697        6797          10
        6698        6797           2
        6698        6891           3
        6325        6904           1
        6325        6905           2
        6325        6906           3
        5051        6906           1
        6907        6811           7
        6813        6811          19
        5665        6958           6
        6556        6959           3
        6659        6759           7
        6659        6960          13
        6961        4979          42
        6660        4979           6
        6558        4979          39
        6559        6870          17
        6559        6761           1
        6962        6761           6
        6875        6963           2
        6964        6963           2
        6876        6963           1
        6876        6965           2
        6969        6970           1
        6969        6971          38
        6600        6971          25
        6885        6971           4
        6885        6972           2
        6600        6973          24
        6890        6796          11
        6974        6797           1
        6974        6975           2
        6514        6906           1
        6907        6906           1
        6989        6811          15
        6230        6990           3
        6753        7050           3
        6655        6758          31
        6459        6959          25
        6659        5104          23
        7051        6960          11
        6760        6960           1
        6559        7052         109
        7053        6872           8
        6876        7054           2
        7055        6965           1
        7055        7056          16
        6969        7056          36
        6600        6972           4
        6034        7057          19
        7058        6797          36
        7058        7059          12
        7077        7078           7
        7077        6811           8
        7079        6811          15
        6655        6958           4
        6365        7139           6
        6659        7140          20
        7051        7141           3
        6760        7142           2
        6760        7143           9
        6964        7054           5
        7055        7054          56
        6969        7144           6
        6600        7145           6
        6415        7057           2
        6415        7146           4
        6795        7147           5
        6890        6797           6
        6813        6814          18
        6813        6990           1
        6813        7165           7
        5665        7226           1
        7227        5104          33
        7228        5104         101
        7051        7229          10
        7051        7142           3
        6961        7143          33
        6962        6872           1
        6600        7230          15
        6034        7145           1
        7231        7057           9
        7232        7057          23
        6890        7233           7
        6890        7234           2
        7312        6958           8
        7313        6958           3
        7313        6758           3
        7227        6267          42
        7227        7139           1
        7314        7142           6
        7315        4979           6
        6559        4979           6
        7316        4979           1
        6962        7052           6
        6871        7317           4
        6873        7318           2
        6874        7319           3
        6964        6872           1
        7055        7144           3
        7231        7145           7
        7232        7146           5
        7232        7147           5
        7320        7234           4
        7320        6797           3
        7321        6797          14
        7340        6811           5
        6813        7341           5
        7312        7401           6
        7312        6758          30
        7402        6758           2
        7403        5104          14
        7314        7229           2
        7404        7142           8
        6961        7142          47
        6873        7317           1
        7055        7318          16
        7055        7319          14
        7055        6872          19
        7231        7230           9
        7405        7233           5
        7320        7406           4
        7407        7408           1
        6813        7426           1
        6813        7427           4
        6813        7428           6
        6813        7429           5
        7488        7401           1
        6459        6758          14
        7227        7489         233
        7490        5104          96
        7051        7140           3
        7404        7229           5
        6871        7052           1
        7055        7317          21
        7055        7491           1
        6969        7230           1
        7492        7230           5
        7493        7230          10
        7231        7494          29
        7232        7494          24
        7495        7233           3
        7496        7497           9
        7058        7497           3
        7058        7498          31
        7058        7499          18
        7407        7500           6
        6989        7517           1
        6989        7518           5
        6989        7426           1
        7519        7427           1
        7519        7520           2
        7578        7579           2
        7488        7579           4
        7312        7580           4
        7403        7140          16
        6961        7581           7
        7582        7052          24
        6969        7583           4
        7232        7584           8
        7495        7406           1
        7321        7585           2
        7586        7497           8
        7058        7587           9
        7079        7604           4
        7340        7605           2
        7340        7517           1
        7519        7428           1
        6813        7607           2
        6813        7608           5
        7578        7667           6
        7312        7668           6
        7228        7489          44
        7490        7229          22
        7404        7669           2
        7490        7142         130
        7315        7670           1
        7315        7052           3
        7055        7052           2
        6969        7491           2
        6969        7671           7
        7672        7583           7
        7492        7583           2
        7493        7494          12
        7405        7584           3
        7673        7233          10
        7495        7585           2
        7496        7585           1
        7586        7498           2
        7407        7587           1
        7079        7690           4
        7079        7691           1
        7757        7580           4
        7757        7668          13
        6459        7668           9
        7490        7669          36
        7758        7670           4
        7315        7759           2
        7760        7052          17
        6969        7761          18
        6969        7762           5
        7763        7583           1
        7492        7494           8
        7764        7494         113
        7673        7584          13
        7673        7585           1
        7673        7765           6
        7496        7765           1
        7766        7498          28
        7767        7587           2
        7767        7768           6
        7784        7425           5
        7784        7785           2
        7786        7785           2
        7786        7604           2
        7857        7667           8
        7578        7858           1
        7757        7859          55
        7757        7860           8
        6961        7670           1
        7758        7759          15
        7758        7052          32
        7861        7052          53
        7862        7052           8
        6969        7863           3
        7763        7671           4
        7764        7584          32
        7864        7584           9
        7586        7765           3
        7865        7866           1
        7786        7880           8
        7886        7887           3
        7857        7858           3
        7757        7858           2
        6459        7860           4
        6459        7952          48
        7227        7952         147
        7758        7142          15
        7055        7761          14
        7953        7762           2
        7953        7671           2
        7763        7494           8
        7672        7494           7
        7954        7584           6
        7955        7765           6
        7766        7765           3
        7865        7956           4
        7786        7970           3
        7886        7976           2
        7886        7977           4
        7760        8042           7
        7582        8042           2
        7582        8043           1
        7055        8043           6
        7055        8044           1
        6969        8045           2
        8046        7863           3
        8047        7863           2
        8047        7762           2
        8048        7765           7
        7058        7768           5
        7786        8063           3
        7857        7859           7
        7757        8133           5
        6459        8133           6
        6459        8134          20
        7490        8135          50
        7758        8136         167
        7055        8042         151
        6969        8137           2
        8046        8045           4
        7953        7494           6
        8048        8138           4
        7766        8138           1
        8139        7498          10
        7058        8140           1
        8141        7768           2
        8142        7956          54
        8143        8144           1
        8157        8063           4
        7786        8158           1
        8161        8068           5
        8162        8068           1
        8162        8163           1
        7886        8163           1
        8164        7977           1
        8164        8165           1
        7490        7489          84
        8229        7142          28
        7861        8042          24
        7862        8042           4
        7055        8230          19
        6969        8230           1
        8046        8137           5
        8046        7494         251
        8047        7494           5
        7764        8231         125
        7864        8232           5
        7673        8232           5
        8142        8233           8
        8139        8233           2
        8234        7498           8
        8235        8140           2
        8142        8140          26
        8142        7768           1
        8143        7956          12
        8143        8236           6
        8237        8238           3
        8157        8248           1
        7786        8248           1
        8249        8250           3
        8161        8251           6
        8164        8252           4
        8164        8253           4
        8315        7667           1
        7757        8316          17
        7757        8134           4
        8046        8230          18
        7764        8232          18
        7955        8232           2
        8048        8232           4
        8139        8317           1
        8318        7498           8
        8142        7498          63
        8235        7498           1
        8319        8236           3
        8237        8320           2
        8330        8063           5
        8330        8248           1
        8161        8250           1
        8161        8252           3
        8315        8393           4
        8315        8394           9
        8395        7142          10
        8229        8136         301
        7055        8396         157
        7954        8232           1
        8048        8397           3
        8142        8397           1
        8142        8317           5
        8234        8317           1
        8398        8399           4
        8237        8399           1
        8398        8400           9
        8398        8401           1
        8330        8331           1
        8408        8331           6
        8249        8331           1
        8161        8331           8
        8161        8409          16
        8410        8252           3
        8411        8252           1
        8164        8409           2
        8412        8413           2
        8473        8393           1
        8474        8232          19
        8142        8475          35
        8142        8476           6
        8234        8476           1
        8319        8399           4
        8398        8320           3
        8398        8477           7
        8408        8063           3
        8410        8409          10
        8412        8409           3
        8484        8485           4
        8473        8544           7
        8473        8394           9
        6459        8316           7
        8545        7489          70
        8546        7489          11
        8142        8547           3
        8143        8548           2
        8319        8548           4
        8549        8550           1
        8398        8550           3
        8556        8063           7
        8484        8409           2
        8615        7859           7
        7227        8616          80
        7490        8617           2
        7490        8618          10
        7758        8042          39
        8046        8396         217
        7764        8619          52
        8474        8397           3
        8474        8475           8
        8620        8621           1
        8622        8623           2
        8627        8063           1
        8556        8628           2
        8408        8628           1
        8161        8628           1
        8629        8409           5
        8629        8630           5
        8473        8688           3
        8142        8548           2
        8142        8399           5
        8398        8621           2
        8620        8550           1
        8689        8690           1
        8689        8691           2
        8627        8692          10
        8627        8628           1
        8693        8628           1
        8693        8409          23
        8750        8544           2
        8751        8688           4
        8751        8394           9
        8751        7859           3
        8752        7859           3
        8752        8316          15
        6459        8753           1
        8545        8754          52
        8546        8754           2
        8546        8755           8
        8756        8618           7
        8474        8757           5
        8758        8475          54
        8398        8759           3
        8620        8623           1
        8620        8690           3
        8760        8690           3
        8760        8761           4
        8627        8691           3
        8627        8762          17
        8693        8762          69
        8763        8630           1
        8750        8820           4
        8750        8688           2
        8821        7859           1
        8822        7859           8
        8823        8316           4
        8823        8753           2
        8823        7952          26
        8824        7489          13
        7490        8825          24
        7764        8757          10
        8758        8757          20
        8142        8759         125
        8627        8826           5
        8627        8827           5
        8828        8409          11
        8763        8409           1
        8828        8829           8
        8750        8885           3
        8751        8886           2
        8751        8887           5
        8888        7489           8
        8756        8755           6
        8889        8825           7
        8890        8231           6
        8620        8759           5
        8760        8691           1
        8891        8691           4
        8627        8892           4
        8751        8885           2
        8751        8948           3
        8822        8887           1
        8822        8949           2
        8822        8950           5
        8951        8952           8
        8823        8952           5
        8889        8755          14
        7758        8953          40
        8890        8619           6
        8142        8954          51
        8760        8955           6
        8891        8826           4
        8822        9016           1
        8752        8950           2
        8752        9017           4
        8752        8952           4
        9018        8619           8
        9018        8231           5
        9019        8231          15
        9019        8757           6
        8891        8955          12
        8891        8892           4
        8693        9020          44
        8822        9085           1
        9086        8950           2
        9086        9017           3
        8545        9087           3
        7490        9088          27
        7490        9089           9
        8760        8759           3
        8891        8827           4
        8891        8762          11
        8828        9020           2
        9090        9020          10
        9090        9091           5
        9086        9157           3
        9086        9158           6
        8951        9017           2
        8951        7952           7
        8888        9087           6
        9159        8754          45
        9159        8755          23
        8889        9088           4
        9160        8136         102
        7055        8953          42
        9161        8619          59
        9161        8231           7
        8758        9162          18
        8758        8954          19
        9163        8759          25
        8891        9164           4
        9163        8762         132
        9090        9165           3
        8951        9158           3
        8951        9231           3
        9232        7952          25
        9233        8616          36
        8824        8616           6
        8888        8754           2
        8395        9089           2
        9019        9234          23
        9019        9162          15
        9163        8955          15
        9305        7952           3
        9306        7952          33
        9307        8616          89
        8888        8616          13
        9308        8755          15
        9308        9088          11
        8229        9089          28
        9160        8953         137
        9161        9234          12
        8758        9309          14
        9163        9164          14
        9310        9020           3
        9310        9091           2
        9305        9382           5
        9232        9383          18
        9233        7952          23
        9161        7494         187
        9019        9384          17
        9385        8759          31
        9386        9020           6
        9386        9387           4
        9305        9458           1
        9159        8616          41
        9019        9459           5
        8229        9088           8
        9530        9162          11
        9530        9309           8
        9531        8954           6
        9532        9020           9
        9532        9387           2
        9306        9383          22
        9161        9459          44
        9531        9309           1
        9605        9020          16
        9605        9606           8
        9677        9383          33
        9159        9678          40
        9308        9679          34
        8229        9679         113
        9160        8396          70
        9680        7494          42
        9681        9459          25
        9681        9384           7
        9530        9682          28
        9531        9682           2
        9683        8954          29
        9754        7952          16
        9307        9755          23
        9307        9756          15
        9308        9678          15
        9680        8396         120
        9757        9384           8
        9757        9758           5
        9757        9759           2
        9757        9162           1
        9530        9759           7
        9683        9682          64
        8142        9760          19
        9677        9831           2
        9754        9383          18
        9307        7952           3
        9307        9832          19
        9530        9833           8
        9385        9760          65
        9163        9760         111
        9163        9020          47
        9834        9020          22
        9834        9835           3
        9605        9835           1
        9677        9907          15
        9908        8616           4
        9909        9384           7
        9530        9384           8
        9981        9383          39
        9754        9982           7
        9307        9982           6
        9983        8616           8
        9984        9678           8
        9909        9459          13
        9985        8954           3
        9985        9760           7
        9834        9986           2
        9307       10058          31
       10059        9832           2
        9908        9756           2
       10060        8616           3
       10061        9678          10
       10062        8396          54
       10063        8954           5
       10063        9760          25
       10064        9020          16
       10064        9986           4
        9677       10136           1
       10137        9383           8
        9754       10138           4
       10139        9832           8
       10139        9756          32
        9983        9756           7
       10060        9678           5
       10140        8396          21
       10212       10136           4
       10212        9383           5
       10137       10138           7
        9754       10213           1
       10214       10213           1
        9307       10213           4
        9984        9679          13
       10215        9679          21
        9160       10216          80
       10217        9459           2
        9909       10218           7
        9909       10219          17
        9909       10220          12
        9683       10221           8
       10063       10221           2
        9163       10222         180
       10223        9020          15
       10223        9986           1
       10223       10224           2
       10212       10295           2
       10214       10138           1
        9307       10296           5
       10297        9756           8
        9983        9679          19
        9983        9678           3
       10061        9679          29
        9161        8396          13
        9161       10218          17
       10217       10218           4
        9909        9682           2
        9683       10298          12
       10063       10298           2
       10299        9760          49
       10223       10222          37
       10223       10300           3
       10301       10300           5
       10212       10372           3
       10373       10138           2
        9307       10138           1
        9307       10374           7
       10139       10296           8
       10297       10375           4
       10376        9679          41
        8229       10377          12
        9161       10378         113
       10299       10298           5
        9981       10295           2
       10449        9383           4
       10137       10450           6
       10373       10450           6
       10373       10374           5
       10451       10296          13
        9160       10377          80
       10452        8396          36
        9161       10219           2
       10453       10300           3
       10453       10454           1
        9981       10524           5
       10525        9383           3
       10449       10450          20
       10451       10058          24
       10526        9756           2
       10297       10527           3
        9983       10375           1
       10376       10528          13
       10215       10528           6
        8229       10529          42
       10530        8396           5
       10531        8396           8
        9161       10532          10
       10533       10219           1
       10534       10220           9
       10534        9682          19
        9683       10535          90
        9683       10536          41
       10299       10536          10
       10453       10222          23
       10453       10537           8
        9981       10607           2
       10525       10608           8
       10451        9756          12
       10609        9756           2
       10526       10610           3
       10526       10527           1
       10611       10527           2
       10612        9679           2
       10613       10377          30
        9160       10614         103
       10615        8396           5
        9161       10616          22
       10533       10617           4
       10534       10617          11
       10618        9760          61
       10525       10607           1
       10525       10688           2
       10525       10689           2
       10449       10608           2
       10373       10690           3
        9307       10690           2
       10691       10058           6
       10609       10692           3
       10611       10610           5
       10611        9679          11
       10693        9679          51
       10612       10528           6
       10615       10216           5
       10694        8396           9
        9161       10617           4
       10534       10535          40
        9683        9760          85
       10525       10766           2
       10525       10767           2
       10768       10450           8
       10373       10769           2
       10691       10690           1
       10451       10770          19
       10451       10692           4
        8229       10528          11
       10694       10378          67
        9161       10771          86
       10534       10771          87
       10453       10772           1
       10773       10772           4
       10773       10537           2
       10525       10846           2
       10525       10847           2
       10525       10848           1
       10768       10769           7
       10373       10849           2
       10373       10850           3
       10691       10850           1
       10851       10058           5
       10451       10852           9
       10611       10692           6
       10376       10853           7
        8229       10854          17
       10613       10529          35
       10615       10855           2
       10452       10855           7
       10062       10856          14
       10694       10856          13
       10857       10222          24
       10858       10772           8
       10858       10859           5
       10932       10847           1
       10932       10933           2
       10768       10848           2
       10768       10849           8
       10851       10850           1
       10934        9679           7
       10376       10935           3
       10936       10528           8
       10615       10937           2
       10768       11012           2
       10768       11013           1
       11014       11015           4
       11016       10849           1
       10373       11017           2
       10373       11018           2
       11019       10058           5
       10451       11020           2
       10611       10852           6
       10693       10935           1
       10936       10853           9
        9160       10937          35
       10452       10937          31
       10531       10856           4
       10694       11021          89
       11022       10859           1
       11023       11024           9
       11094       11013           1
       10768       11095           2
       10768       11096           1
       11097       10849           1
       11097       11018           3
       11098       10058          18
       10451       11099           4
       10611       11099          19
       10693       11100          24
       10693       11101           2
       11102       11101           1
       11102       10853           3
       10936       10854           6
       10452       11021          13
       10618       11103          15
        9163       11103          59
       11022       11104           2
       11023       11104           8
       11023       10859           1
       11023       11105           2
       11014       11096           1
       11014       11176           2
       11014       11177           1
       11097       11017           3
       11019       11018           1
       11098       11020           4
       10451       11179           1
       11180       10770           5
       10611       11181          30
       10611       11100           3
       10934       11100           8
       11182       11101           4
       11182       10853           8
       10936       11183          12
        8229       11184           3
       10613       11185          37
        9160       11186          64
       11187       11021          71
       11188       10771          34
       11189       10222           5
       11189       11104           1
       11261       11262           2
       11264       11178           1
       11265       11178           3
       11097       11266           5
       11098       11179           9
       11180       11099           4
       11267       11099           4
       11182       11100          21
       10936       11268           4
        8229       11185           6
       11269       10222          93
       11270       10222           6
       11270       11104           1
       11271       11104          13
       11271       11105           6
       11264       11263           1
       11264       11344           2
       11265       11345           2
       11265       11266           1
       11346       11266           8
       11347       11266           4
       11098       11348           9
       11182       11268           8
       11349       10854           3
       10613       11184           1
       10613       11350           8
       11187       10937          14
       10694       11351         169
        9161       11352          35
       11353       10535          12
       11271       10222          15
       11354       10222           6
       11271       11355           1
       11265       11429           2
       11265       11430           3
       11347       11348           2
       11431       11099          20
       11349       11183           9
       11349       11185           6
       11432       10614           6
        9160       11433          10
       11188       11352           8
       11434        9760         209
       11435       10222          11
       11354       11436           1
       11354       11437           3
       11354       11355           1
       11346       11430           1
       11346       11512           2
